X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
STXBP2;9.794194;0;1.171517;8.506494;1.013367;1.325144;8.547166;1.404908;6.720934;5.087921;9.042798;7.976731;1.417784;1.065054;1.328785;0.494187;1.044046;4.396322;9.056839;1.374865;9.674039;1.145389;0;8.264323;3.107196
STXBP3;1.057286;1.030642;9.141781;9.502653;1.055669;0.683423;7.436309;1.367524;6.691303;7.215087;1.156003;1.369142;1.433858;1.533743;9.860967;7.819543;1.615468;6.411207;1.329518;1.553851;1.486234;1.343622;1.265434;1.117055;1.038879
STXBP5;1.123704;9.738093;1.063924;5.964765;6.330485;5.219219;2.992221;9.693581;4.673728;4.161945;5.262473;8.090375;1.361326;0;6.809893;7.895802;9.983792;5.609123;7.431921;1.271806;9.614294;1.033208;1.328689;8.912054;1.268469
STXBP6;6.436768;6.274906;5.591076;1.617494;5.895561;1.015337;3.627208;0;0.619551;3.240548;8.529436;6.202642;0;1.145743;1.236452;6.703654;0;0.340651;2.250342;1.480184;6.017002;1.850801;1.821683;1.197482;1.706462
STYK1;8.662972;1.014318;9.558164;0.074258;8.814462;7.724345;6.836077;9.973161;7.899409;7.181812;7.603141;7.067255;1.591455;1.579143;1.228709;0.170099;1.490247;1.237623;1.257803;2.109383;1.294807;1.156163;1.538993;1.279389;1.433433
STYX;7.606175;8.473824;8.514021;7.284984;7.171341;6.672148;6.105193;7.316351;7.576501;6.956299;6.881162;7.970219;1.097323;1.424141;9.851186;1.336018;1.534411;1.112038;1.164643;1.191981;0.118087;1.115252;0.118769;1.199612;1.046812
SUB1;0;1.441267;1.283832;1.299489;1.052208;1.513132;1.219478;1.190161;9.365578;5.559333;8.018661;1.187224;2.623207;2.549598;1.437436;1.263717;1.997884;9.487001;0.863798;1.920758;2.593036;1.553222;0;1.699383;2.387817
SUCLA2;1.837935;1.652352;1.638918;0;0;2.204004;2.144469;1.488877;1.061862;1.103951;1.277421;1.556684;2.388684;2.557657;1.887079;1.473772;0;0;1.952985;2.239019;1.782912;1.672735;3.276643;1.321966;3.636384
SUCLG1;4.654077;6.275291;3.031232;2.693502;3.772218;4.732901;1.882535;4.978952;0;2.684623;2.708557;2.835264;6.375736;6.136631;4.445568;2.592887;5.278818;2.303395;0;3.417183;4.559698;3.842179;6.732558;0;0
SUFU;9.367618;1.086241;1.058677;8.510767;1.138932;1.249325;0.874692;1.033754;1.054334;6.655763;0.920301;1.082952;2.040934;1.923446;1.531525;2.220874;2.332951;1.922091;1.678443;1.943849;1.847252;1.721342;1.996179;1.512843;1.557579
SUGT1;1.076551;8.267172;7.576826;0.951669;1.213392;8.006246;1.124764;5.770945;5.333849;9.670656;7.407611;7.200421;1.169855;1.445815;1.069017;7.021177;1.586998;6.375422;1.012242;9.928483;8.082333;1.045633;0;6.930638;1.502676
SUHW1;1.551853;1.016517;1.022198;8.846728;1.184662;7.919862;0.070975;1.033906;8.396157;8.456483;9.703916;0.171259;1.709594;2.309797;1.466125;1.431954;1.844827;1.237738;1.551342;1.334803;1.465204;1.513173;1.805484;1.066001;1.155912
SUHW2;1.578371;1.135773;1.232402;0.113068;3.020757;1.315681;8.783465;1.295089;1.368465;0.123047;1.316093;1.749139;2.123671;0.277918;1.947299;1.722821;2.595763;1.371227;1.489773;1.757627;0.170339;1.908616;1.847016;1.570331;1.870695
SUHW3;9.566388;4.712031;3.265634;6.359903;7.140585;6.399005;4.720825;5.675618;0.434341;4.792642;8.526295;1.355059;0;8.837825;1.126616;5.075412;0.909663;3.763846;9.705431;4.747946;6.704921;1.325773;6.703486;4.876548;7.839221
SULF1;5.738516;6.217538;4.963745;9.157488;4.568917;7.510484;3.546977;0;3.796054;1.856138;0;0;2.289379;0;2.827292;8.641801;0;0;0;6.035181;0;0;2.289598;0;5.358693
SULF2;3.118172;4.122172;6.909819;3.311398;2.018353;5.574388;2.374733;2.202796;1.175133;2.250191;0.677977;4.864398;6.396708;1.045195;4.301172;0;0.728131;8.813946;0.842419;4.467761;7.727298;8.900219;3.200332;0.274796;5.420063
SULT1A2;1.982208;4.877411;4.496381;1.944131;6.751196;3.824326;2.048589;1.089396;1.629714;3.466902;2.272073;3.745104;1.338041;7.781351;8.357581;4.860543;6.658619;3.487668;8.171005;9.965405;9.716727;5.145991;8.184186;4.455751;0.553497
SULT1C1;1.190832;1.291988;1.621293;1.117187;2.287437;2.602614;8.933859;2.538415;8.373824;9.182758;8.970373;1.451683;2.362287;9.052354;1.866974;0.157178;3.730753;1.401429;2.558238;1.757467;4.207668;1.739978;2.229538;1.962233;2.975356
SULT2A1;8.733965;8.832787;1.146145;0.779509;2.864276;7.985379;7.952824;7.805726;8.773546;7.835728;0.825797;1.074548;1.923932;1.482956;3.439468;1.420625;1.550012;1.137072;1.308303;1.267626;1.081411;1.189949;1.341594;1.117446;1.303212
SULT2B1;4.000854;3.461185;3.792887;4.280965;4.180604;5.491466;3.649721;4.762127;3.425086;3.477512;3.338412;3.594576;1.024413;8.638568;8.282252;6.811981;1.060372;7.473824;1.045213;7.818273;7.891332;8.506232;1.185875;5.269568;6.187327
SULT4A1;1.142775;1.042186;1.092329;9.535983;1.110592;1.147172;8.249464;1.206542;9.553342;8.181554;9.370582;1.055732;1.795996;1.835309;1.567474;2.223432;1.735974;1.498128;1.489949;1.479913;1.453302;0.136725;1.642914;1.453716;1.279792
SUMF1;6.101752;8.801189;1.281348;8.274284;9.069365;7.008113;9.905158;1.940241;1.240955;6.344755;0.912189;1.783163;2.447336;2.778479;1.240113;1.465343;3.423338;1.213984;1.933373;3.058173;0;2.105146;0;1.454029;1.636831
SUMF2;5.323831;5.986968;6.186935;0.799823;5.737922;3.187805;2.214575;5.726277;3.271527;3.037651;5.480369;7.350731;0;0;0.542689;9.068043;1.036602;7.482521;1.352741;1.189658;1.114144;1.263536;9.727077;8.615775;6.043239
SUMO1;1.671421;1.557495;1.462395;1.142367;1.380666;0.124621;9.061903;1.285032;9.561569;8.131973;0.125299;1.089896;3.186487;3.116509;2.526036;2.592483;2.627471;0.194068;2.355213;2.791699;2.651302;2.686898;2.778223;1.805252;2.739519
SUMO2;1.141549;1.374517;1.011609;1.008338;1.393014;0;5.125446;1.264177;4.677775;3.794565;8.130735;1.094726;3.093235;2.509849;2.393311;0;3.086448;1.442869;2.365101;0;4.139759;2.142818;2.612265;1.610156;3.539344
SUMO3;0;9.947481;5.913301;6.019125;7.935242;0;4.364604;7.144902;8.414471;0;0;0;9.925721;0;8.361923;6.082368;0;5.070086;0;0;0;0;0;5.773612;7.345829
SUOX;3.969673;0.520801;3.632246;3.153347;4.208563;4.604886;3.748332;4.259817;3.067617;0.304229;4.886483;8.017487;5.912335;6.807999;4.503721;0.708243;0.803386;4.398889;7.528993;5.184496;6.605544;4.533252;6.337313;4.691233;0.448451
SUPT16H;3.635568;4.513316;2.825192;0;3.241631;3.482965;2.049227;5.057999;2.468812;0;4.554724;0;3.382856;5.008629;0;2.920528;6.440151;1.789654;4.115179;0;3.397377;0;4.216143;2.211753;3.486314
SUPT3H;2.421823;2.488343;1.833387;2.023573;2.411492;4.609312;1.781131;0.271997;1.995887;0.151037;2.705085;3.052856;4.181767;5.721398;3.457009;4.152001;3.777574;3.683939;4.531317;4.481135;2.979366;3.883798;4.056715;3.057414;0.363925
SUPT4H1;1.347365;1.767041;1.668081;1.107878;2.977625;2.886814;1.181902;0;1.188414;1.825405;1.443469;3.762763;2.403508;0;2.308157;1.955772;2.817486;1.246003;3.343323;1.725897;2.198793;0;1.388386;9.201526;1.018373
SUPT5H;2.112416;1.811598;1.792871;0;2.737877;0;9.544877;1.357412;1.039426;1.148727;1.295815;2.407046;2.304908;2.182893;1.909211;3.013446;2.583524;1.519177;1.621637;1.935273;2.264468;2.246049;1.564759;1.474238;1.164882
SUPT7L;1.231301;1.247086;1.212056;9.744239;1.292511;1.187181;9.980223;1.048213;1.098461;9.538615;1.269424;1.531468;1.834638;2.074082;1.738257;1.838988;2.489844;1.472132;1.753695;1.734858;1.769242;0;1.420486;1.601896;1.809795
SUPV3L1;1.283606;1.143945;8.697206;6.616733;8.404645;1.423059;5.062273;1.196365;0.747927;7.145025;1.263322;6.988698;1.043307;0;1.160926;6.863132;1.439643;5.816493;1.041455;9.714764;9.055008;9.978734;1.267272;6.930015;1.067541
SURF1;9.446001;1.525086;1.098943;9.732168;1.259423;1.009087;0.655417;1.289309;9.746558;7.110206;1.087366;1.293501;2.421121;2.438272;1.543102;1.592615;2.090449;1.305737;1.605666;1.857455;1.315785;1.453373;1.496657;1.051642;1.225755
SURF4;0;3.074669;2.645657;2.360662;2.792236;3.415157;1.805886;0;2.563107;1.864886;3.048213;2.886813;3.382731;4.987755;2.631496;2.752571;3.776535;2.437668;3.279832;4.033443;2.322827;2.882803;3.505592;2.186361;2.020166
SURF5;1.761911;1.865469;1.674155;1.633969;2.251116;1.693877;1.335215;1.507491;1.761171;0.158407;1.978229;1.874704;3.950885;4.212225;0.311749;0.429887;4.635613;2.406667;0.275154;0.308269;2.726384;3.448604;3.305993;2.580471;2.143743
SURF6;0;2.047443;2.875815;1.839099;1.327407;2.605332;1.572452;2.795434;2.212887;2.120402;1.721213;1.619317;4.951929;3.909488;3.252163;1.403561;5.798605;9.218222;0;3.450715;3.296774;3.222589;4.132568;1.564672;2.225842
SUSD1;8.538343;1.030725;8.488554;7.910952;1.139945;6.618618;4.727499;6.357567;8.853067;3.972711;5.128768;1.613635;1.450545;1.387645;1.116556;7.265785;2.110745;5.888286;1.163406;1.085086;7.711345;1.893812;1.046539;8.574089;1.186543
SUSD2;4.473192;2.404591;3.602511;3.087097;7.139207;3.294472;3.292599;2.392922;2.306733;3.523202;5.945555;2.895144;3.514192;8.569248;3.590104;1.821961;9.057116;9.419116;1.348551;3.341295;2.907256;0.999605;3.346657;2.378848;3.879917
SUSD3;2.128134;3.157168;5.777585;0.145134;9.881198;1.546489;1.823589;0.214808;1.305927;3.830196;4.347156;2.498111;1.367344;6.930299;1.186993;3.917871;1.981335;2.929631;0.430484;5.001482;2.913299;8.585971;6.220971;2.353714;4.947712
SUV39H1;1.167491;1.174978;9.588882;1.073133;0;1.410398;5.772536;1.313835;1.071588;1.095454;1.388837;1.067139;2.973169;0;0;6.051932;0;4.345832;1.720327;9.632316;1.678453;1.896192;2.490828;8.121889;1.572247
SUV39H2;0.208415;2.012762;1.923137;1.876457;1.566483;0.160568;1.376785;1.821382;1.645015;1.496836;1.632993;1.873508;3.049546;0.292328;2.594222;3.117027;3.240007;2.402527;2.681996;2.664367;2.670779;2.760598;2.833308;2.380718;2.131636
SUV420H2;1.156467;0.991815;1.219187;7.410042;1.166654;1.171806;7.919388;1.319294;1.001986;9.047941;9.887379;1.146994;1.776474;1.793303;1.353163;1.844539;0.202355;1.697208;1.485229;0.155299;1.850152;1.684314;1.785707;1.627726;1.483808
SV2A;1.160992;0.103496;1.334562;1.088398;1.174525;1.057086;0.111883;9.019837;1.508284;8.701114;1.171194;1.667571;1.453032;2.428845;1.448037;3.480899;2.568565;2.169479;1.924374;0.151107;1.381687;1.709498;1.359217;1.408522;1.361702
SV2B;1.107058;1.318504;1.115665;1.157888;1.276602;1.141016;9.827442;1.297403;8.848224;8.742916;1.071623;1.336995;2.105064;2.672886;0.178589;2.685755;2.340105;0.193658;1.815866;2.054707;1.758505;0.199928;1.789031;1.483185;1.431917
SVIL;3.239654;0.268735;3.186906;3.906652;2.390918;3.348889;2.555294;2.871796;0.356696;1.358513;1.708423;3.562979;6.780543;1.096577;6.173849;1.732469;9.418461;1.262119;0.480849;5.016353;8.378319;8.571716;6.678229;4.329106;4.158391
SWAP70;1.644634;1.605614;1.554806;9.912322;1.191311;1.669935;5.470795;1.646583;0;3.881405;1.093007;1.299333;1.217784;2.615604;1.204603;0;2.509578;1.647719;2.339489;2.995969;2.306798;2.538104;2.542394;1.169731;1.335897
SYAP1;7.813562;6.647319;7.930139;8.378217;6.014283;6.673784;3.736059;7.478655;3.261956;2.896319;3.578899;7.856022;3.529495;1.953041;2.053553;3.813677;3.756125;2.016065;1.487504;2.950061;2.032527;2.881846;2.330621;2.163999;1.741705
SYCP2;1.166506;1.063686;1.129268;1.328075;1.048534;1.203111;9.634289;9.617634;0;8.901969;1.366754;1.312542;2.311068;1.786578;1.450907;1.930314;2.274749;0.147339;1.762821;1.763387;0.159271;1.832264;1.570873;1.493576;1.470313
SYCP3;9.571632;8.747668;7.968527;8.308614;8.515166;7.293967;7.510465;7.789793;8.013543;7.441302;0.849616;0.867043;1.244864;1.261508;1.253056;1.501144;1.562005;1.223665;1.309199;1.154355;1.135941;1.101496;1.316025;1.091771;1.173716
SYDE1;2.177629;2.283592;3.393929;3.049454;2.689592;3.229138;1.911065;1.838173;1.853274;1.262977;2.016531;5.311989;2.790572;6.773079;2.931327;8.824324;7.215569;7.548149;6.527018;4.455066;2.311705;0.684355;2.137236;2.039286;2.359157
SYK;2.769069;3.635293;2.565207;1.830119;4.255429;2.762974;2.137822;3.029738;5.364604;0;1.711246;1.428458;3.901304;3.447023;3.696643;1.787747;2.901492;8.443031;1.547553;0;2.157666;2.872387;3.087079;0;1.492211
SYN1;9.246235;1.019113;9.580115;7.892078;1.008339;8.054921;6.772628;8.467361;8.779273;8.025069;0.877522;9.312455;1.280837;1.549287;1.219454;1.432767;1.372449;1.205412;1.356947;0.125241;1.262982;1.115551;1.323653;1.088578;1.038055
SYNC1;1.859787;2.880699;0.315865;3.613767;1.875932;1.798483;0;1.214231;1.267323;9.470278;1.442256;2.737977;3.039826;9.337858;2.256406;2.183003;0;9.972242;5.882957;4.517797;0.310692;6.226661;2.053733;2.105866;2.866221
SYNCRIP;4.293154;2.687282;2.641759;1.949059;2.417008;2.005407;1.050017;3.531785;0;1.553583;3.675047;3.627249;4.793241;5.383856;2.728124;2.351767;0;2.192286;4.293387;4.754134;3.323672;4.433779;5.471254;0;3.907272
SYNE1;8.967544;9.548074;8.818539;8.205817;8.479633;7.729923;6.765387;8.937453;7.799635;7.405319;9.021716;9.254987;1.369066;1.573909;1.365984;0.157143;0.166117;1.402542;0.147212;1.259519;1.412433;1.257878;1.264328;1.139341;1.143559
SYNE2;4.640971;7.834441;2.580734;0.422071;4.283914;5.735021;2.152618;4.610701;2.392022;4.344629;3.955153;2.054768;9.935974;1.286936;1.033462;0.513652;1.885513;2.901227;7.293094;7.849459;5.733544;0.669368;8.874156;6.969216;1.157871
SYNGR2;1.040117;1.254414;1.257801;9.900249;1.216914;9.061224;8.672845;1.282743;1.035139;8.174524;1.039053;1.081276;1.739838;2.190782;2.084751;1.388414;2.176308;1.285191;1.639751;2.039716;2.096036;1.913343;1.799256;0.157164;1.311017
SYNGR3;9.910343;1.082268;1.131855;8.408459;9.630894;1.026141;7.639508;9.654928;9.439268;7.531811;2.622611;1.063913;1.248341;1.529366;1.240531;1.731922;1.538934;1.337155;0.185901;1.337875;1.275543;1.425072;1.388799;1.197832;1.100639
SYNJ2;4.605697;0.427578;5.123165;4.130878;3.730844;4.382507;3.691649;3.994194;2.841367;3.176024;3.477531;3.733324;5.519282;6.122666;3.943953;5.233054;6.289579;4.436469;4.279587;3.953498;6.143737;5.846313;4.950245;3.969267;5.286462
SYNJ2BP;2.127306;0;2.065331;2.482593;0;2.261083;1.265656;3.216966;2.253699;1.239755;1.657783;3.795718;5.651294;5.546306;4.484839;6.857346;4.951896;3.414788;5.146313;4.488355;3.882118;0;4.829655;4.758339;0
SYNPO;9.414679;1.050105;9.459885;9.448159;0.102842;0.938774;7.965652;1.033454;0.102446;7.661281;9.066029;9.589376;0.204144;1.790295;1.626603;1.954975;1.876078;1.870211;1.641466;1.777595;0.146817;1.628241;1.580242;1.464441;1.328632
SYNPO2;1.029586;1.160128;1.046338;1.166272;9.630044;0.923504;1.407027;8.960719;9.215439;0.817525;8.301398;1.063722;1.722086;0.300768;1.568305;7.072708;0.181959;4.333441;1.666024;1.811237;1.541268;2.213334;1.696579;1.593161;1.150345
SYP;1.013401;1.181739;1.079629;8.601748;2.030304;8.782628;7.071859;0.097464;8.350921;6.704797;9.624856;0.115409;1.493301;2.073215;1.787844;2.330087;1.531932;1.312404;1.713474;1.622235;1.556515;1.813996;1.369687;1.309931;1.046759
SYPL1;4.615884;3.413542;3.075787;4.045138;3.928409;3.689166;2.930111;0.599482;4.185988;2.588105;4.583448;4.851214;6.855834;0.874541;0.435119;8.245991;7.319471;7.210891;8.488304;6.770603;6.910322;6.909279;9.845067;0.446267;5.290026
SYT1;1.329323;1.355224;9.884776;0.123186;1.707659;8.505318;9.961024;2.490872;8.664976;0.962749;9.624515;1.862707;1.796826;2.330672;1.515704;2.381241;2.365992;1.647964;0.139619;1.198538;3.623795;1.952616;1.357645;1.891332;1.832612
SYT10;7.850163;8.179816;7.967973;0.596017;7.421792;7.305392;5.510909;6.595856;6.753944;6.629581;6.377353;8.380351;1.258088;1.267211;0.118291;1.500345;0;1.153523;1.221682;1.154889;0.118552;1.076555;1.088517;1.093114;1.034975
SYT11;8.544317;9.811058;1.240179;1.180587;1.809056;1.291864;1.009689;6.567156;7.443334;3.375696;1.684783;0;1.139319;4.164289;1.050784;6.510999;3.814806;4.537982;3.026123;1.871373;1.219014;0;1.374903;7.950107;1.633524
SYT12;1.277825;1.058981;9.686975;1.101964;1.035694;1.121879;1.008768;1.136355;1.075559;9.652122;0.122052;1.174346;1.678867;1.854536;1.564005;1.684357;1.939984;1.527928;1.782268;1.628619;1.584816;1.482667;1.826897;1.483131;1.308954
SYT3;1.333721;1.361814;0.146054;1.111013;1.427685;1.436902;9.856024;1.070891;1.175762;9.761041;1.259405;1.394562;2.343428;2.320031;1.648743;2.095812;2.387486;1.774443;1.833137;2.061806;1.749703;1.693046;2.033589;1.748818;0.154178
SYT4;1.005152;1.132225;1.123937;8.429446;0.130675;8.238367;9.697425;8.656903;8.422124;7.701668;9.000415;2.336651;1.792332;0.343055;1.532822;7.532209;1.924883;1.894565;1.387858;1.979819;1.492272;1.605412;1.436773;1.345906;1.640197
SYT5;1.238557;9.904267;9.700703;8.811922;9.430432;8.520168;7.840259;8.551731;8.427538;7.593475;9.129536;1.086186;1.652088;1.693736;1.423799;1.869091;1.711088;0.145946;1.579641;1.668957;1.546695;1.530217;0.149545;1.343059;1.203784
SYT6;9.667907;8.382251;9.607224;8.083076;9.501828;8.027606;7.134017;7.889053;7.574606;9.107586;9.309592;1.114957;1.351683;1.458093;1.234446;1.747555;1.530874;1.220166;1.327632;1.299979;1.309558;1.155245;1.263381;1.199589;1.107449
SYT7;1.497011;1.259106;1.482955;9.650417;1.769538;1.597163;9.134948;1.512357;1.072019;0.903534;1.213548;1.307977;2.269561;2.108201;1.587666;2.170521;2.375726;1.762891;1.837236;1.967276;1.867884;1.982963;2.176048;1.725023;1.700519
SYT8;9.919141;9.825668;9.079537;8.537441;1.519333;8.552464;7.530515;8.927324;1.131933;7.191882;5.375405;1.088693;1.399666;1.585488;1.294722;1.408344;1.735192;1.423523;2.340675;1.360854;1.150928;1.148669;1.266553;1.197628;9.920924
SYT9;9.445052;8.777252;1.092309;7.349899;0.949977;9.067743;6.701046;8.248101;9.389093;8.780029;8.213836;9.700396;0.125477;1.605854;1.411268;1.734729;1.658046;1.460914;1.406428;1.220685;1.342978;0;0.135666;1.227392;1.180608
SYTL4;3.137979;7.569877;5.526117;3.597804;5.726521;5.120649;3.680148;2.468284;7.532282;3.324614;2.480363;3.650819;9.416832;1.182349;7.845435;0.699698;8.451478;5.356337;9.444473;1.495109;1.579509;1.091149;0.602529;7.585923;0.827496
SYVN1;1.714878;1.614065;1.689543;1.209962;1.530533;1.341896;9.766846;1.405705;1.170332;1.115154;1.536155;1.499132;2.048126;2.322354;1.898772;1.906071;1.937886;1.612433;1.709899;0.201313;1.634809;2.119484;2.054585;1.915955;0.168267
T;8.228222;8.464563;0.100699;0.070104;7.673338;0.747877;0.733922;6.783104;0.676757;7.257026;8.084493;1.796803;1.301376;1.286758;1.171642;1.492108;1.449417;1.104877;1.393515;1.285493;1.144778;1.181198;1.327603;1.118988;9.358987
TAAR2;1.040392;8.864719;1.010529;9.641927;1.162386;1.021906;7.808871;8.899075;9.490823;8.748055;8.827247;8.468295;1.687816;1.734474;1.625993;0.185904;1.843788;1.600187;1.617294;1.818373;1.565327;1.948155;0.169069;0.164147;1.240365
TAAR5;1.128101;9.539535;0.097519;9.384099;9.076526;9.842449;6.798232;0.874065;8.973832;7.899306;8.654848;0;1.565514;1.729866;1.313433;1.606354;1.636094;1.471709;1.493326;1.592334;1.494564;1.390971;1.431155;1.173139;0.135209
TAAR8;1.137133;1.178348;1.257186;1.086994;1.209871;1.348466;8.200864;0.119164;1.152035;1.004147;1.218155;1.348429;2.032318;1.998295;1.666612;1.927746;2.083408;1.440396;1.879276;2.014174;1.618953;1.561931;1.656457;0.197774;1.377855
TAB3;1.192085;1.408345;1.181193;9.888673;0.136368;1.237272;0;1.146317;9.615771;8.942234;1.135425;1.662606;1.890273;2.019126;1.731565;1.536362;2.364629;1.389637;1.557511;1.407877;1.380165;3.323481;1.615493;1.219337;1.712366
TAC1;9.588551;0.105637;2.318567;8.750356;9.552403;0.789162;1.526812;8.168419;6.729618;7.346058;7.822356;6.505526;2.472013;6.044125;1.540141;0.693514;1.604997;2.628639;1.297419;1.850634;1.540932;1.565218;1.205294;2.556634;9.701511
TACC1;0;9.160477;0;7.297882;4.131102;5.772326;6.807721;6.139268;5.438868;5.724683;5.326392;0;7.037165;0;4.746773;0;8.233675;0;0;0;8.627479;0;0;6.604675;9.920992
TACC2;2.513815;2.789113;2.603629;1.721918;3.816485;2.740308;1.498757;3.992927;2.020883;1.199706;8.112823;2.498624;3.106841;3.698422;2.357378;5.077584;4.194629;0;3.973798;3.231765;2.841349;2.717382;2.270908;2.870229;3.708654
TACC3;6.806425;6.600647;3.537522;3.388234;3.586228;6.242347;2.217877;4.009831;3.066106;3.686925;5.981967;4.374649;8.861265;0;4.669398;4.863044;1.499487;2.563206;7.602055;5.631978;4.952845;4.397632;9.507122;3.499293;5.255347
TACR1;8.717602;8.688294;8.563115;0.846975;9.426508;8.605842;7.167963;0.765788;8.430009;0.791086;8.228574;7.521609;1.434847;1.627327;0.133453;1.452839;1.376702;1.271511;1.406944;1.336253;1.233444;0.129733;1.283458;0.117097;1.052185
TACR2;0.124728;1.313267;1.023799;1.669483;9.045608;1.063186;2.619305;8.308681;9.376305;7.040062;2.148699;1.607579;0.160224;5.546476;1.306919;2.932846;1.779216;3.738044;1.838438;1.574932;1.737047;1.821095;1.428729;1.574716;1.263135
TACSTD2;4.721601;3.080875;1.129813;2.586011;1.096832;7.929033;5.267723;1.955326;9.791851;1.567721;5.878804;1.492607;5.323641;5.855485;3.991759;7.787619;4.600647;1.875064;0;0;0;8.399404;0;7.261313;0.548687
TADA1L;7.850609;6.100141;4.594757;4.533614;7.206367;6.395711;3.945594;5.666413;4.216024;0.192292;4.075516;7.298083;1.086219;1.151569;8.744511;5.282151;1.454924;3.924716;1.114105;8.655395;1.532211;1.143053;1.241689;5.881635;1.991602
TADA3L;0.876658;8.716124;8.529044;7.846984;9.141151;7.383981;6.225781;7.150253;9.088224;6.472085;7.931879;8.420602;1.322892;1.418542;1.238109;1.475168;1.534703;1.341181;1.519044;1.346601;1.420263;1.277743;1.338356;1.164592;1.060249
TAF1;1.043567;1.101535;1.199945;0.997085;0.127315;0.102386;1.199004;1.096351;1.013547;7.746014;1.058641;1.139261;2.295393;1.854467;2.165569;2.174031;2.369081;2.021661;1.832187;1.700724;1.834963;2.071501;1.616258;1.695955;1.274134
TAF10;4.218865;3.175461;3.272666;1.846689;3.489122;0;2.323482;0;2.210594;1.837443;0;2.029939;3.959128;3.649476;2.683175;2.512025;3.936531;1.978404;0;3.495961;3.286936;3.988294;3.757632;1.871627;2.034852
TAF11;1.300759;1.248385;1.218954;0.103175;1.168083;1.167273;8.848126;1.025783;9.960683;9.368295;1.100723;1.257409;1.950785;2.046986;1.769453;2.092198;2.048714;1.808651;2.077187;1.935742;1.744237;1.615392;1.990502;1.702588;1.585279
TAF13;1.731712;1.649361;1.359687;0.141108;0.118454;1.340651;0;0;1.394738;1.110326;2.046301;0.143586;2.163932;2.832414;1.669594;0;3.043742;2.206818;2.679116;3.166894;2.196012;1.977158;2.479102;0.152489;1.454797
TAF15;0.883449;4.966059;5.659473;3.787145;5.016609;4.691223;5.598839;4.831445;5.607443;3.317846;6.246967;6.986613;1.855212;1.608262;1.142533;1.180091;1.523606;0;1.302444;0.585383;1.210738;1.468468;1.288087;8.266636;6.800862
TAF1A;9.049714;7.802368;0.849235;6.902644;7.972118;7.611755;6.562406;8.564938;7.347872;7.239164;8.323169;8.170577;1.342179;1.494382;1.223486;1.477675;1.502432;1.121744;1.327826;1.380529;0.117263;1.157306;0.112723;1.192243;1.058413
TAF1B;0;0.373747;3.431895;2.737264;4.136353;3.275133;2.058138;2.834305;2.444503;2.290093;2.764977;0.454216;7.119969;7.433361;5.543561;5.885631;1.276036;4.447823;6.117368;6.666722;5.405059;7.478096;6.796936;5.129889;7.256899
TAF1C;2.652884;2.847884;2.644235;0;4.135627;2.384547;1.027438;2.331887;1.733872;1.979393;3.167517;0;3.926105;4.735434;3.126291;3.996702;6.864281;2.151053;3.119177;3.812738;3.328046;4.818978;2.719782;2.015021;3.554855
TAF2;9.262834;7.400585;7.524481;6.578001;9.500209;8.106732;7.039658;1.019252;5.631144;7.602617;0;1.062315;1.096385;1.046874;8.372043;6.542254;1.414405;5.361369;8.206738;8.789266;1.637258;9.828945;1.309039;6.481956;9.301874
TAF4;2.283887;1.255569;2.312574;1.599403;3.736188;1.760421;9.022992;1.206779;1.537312;2.984777;0;2.050225;4.817168;2.094082;3.005892;1.111416;4.917231;7.092259;1.619628;0;1.958006;3.780107;2.037482;1.397025;3.306886
TAF5;3.150229;4.331107;3.708489;2.567909;4.773001;0.363908;2.311757;4.223056;3.437128;2.403832;4.783335;3.208139;5.410201;7.409649;4.178295;3.752904;8.582778;3.018649;4.781149;6.429761;5.073214;5.531892;6.064224;0.347101;4.335234
TAF5L;0.157008;1.731444;1.535795;1.114747;1.233117;1.162726;9.065276;0.130495;8.950003;9.445001;1.029758;1.045346;2.069055;2.442186;0.162587;1.946093;2.154842;1.597611;1.661649;1.781382;1.953515;2.004467;0.217321;1.388409;2.532288
TAF6;2.966444;4.166911;0.258543;0.296157;2.762216;5.270547;1.995814;4.721198;0.107282;1.234296;1.494691;2.968839;6.879387;6.966997;0.391227;8.412356;6.555912;5.375052;2.511447;1.233965;7.593226;3.598832;0.918707;6.164744;3.280335
TAF6L;1.051632;1.075948;0.777319;7.413824;0;1.098503;6.750995;1.211474;6.629575;6.502173;1.207127;1.026743;1.873525;1.408869;1.313978;0;2.170919;8.709062;1.371564;1.193199;9.937667;1.736398;0;8.808045;0
TAF7;1.840755;7.090238;7.617294;8.426258;7.236972;1.349748;6.586121;9.706386;6.837076;5.649925;7.830908;9.169398;1.675155;2.024645;1.438763;9.400098;1.340751;8.230388;0;1.507077;1.610384;1.579072;1.442905;1.252982;2.425657
TAGAP;2.631584;2.360409;2.238029;1.127392;1.023155;1.160777;8.514764;1.107097;9.108233;9.148544;3.988207;1.714682;1.784399;3.225007;3.374485;2.473895;2.876115;4.927954;2.887642;4.566482;1.663119;5.446676;0.242489;2.444825;4.530032
TAGLN2;0;8.482258;7.335639;6.422085;8.515295;8.456994;0;8.429908;7.871773;4.880731;5.378024;7.949487;6.217954;9.811313;6.027197;4.262845;0;6.124821;0;7.569958;9.519481;7.338593;0;4.107923;8.548599
