CACO2	COLO201
SETX	5.816008025	4.898772576
SEZ6L2	6.954035471	6.065966748
SF1	5.233622837	4.834157125
SF3A1	9.025999971	9.378883055
SF3A3	8.348457461	9.10656969
SF3B1	8.619717172	8.915020343
SF3B2	10.19232788	10.03423355
SF3B3	6.692630287	6.944580603
SF3B4	9.439702818	9.22805509
SF3B5	9.569054514	10.31961396
SFI1	7.846085141	7.401896143
SFMBT1	5.67072877	5.479970752
SFN	9.692569403	11.03355288
SFPQ	5.298490607	5.281965975
SFRP4	4.134919246	4.24354973
SFRP5	5.208990301	5.566582638
SFT2D1	9.556466958	9.915906066
SFT2D2	7.294627944	7.620975488
SFT2D3	8.252512823	8.270074497
SFTPD	4.392052496	4.494181844
SFXN1	4.957662744	4.752834655
SFXN2	7.941092309	7.731637829
SFXN5	7.151364252	7.196888338
SGCA	4.514791517	4.56794223
SGCB	4.723358541	5.596426538
SGCE	9.258980977	3.904154631
SGK2	3.667661148	8.137214655
SGOL1	5.218599938	5.649328594
SGPP1	6.179799717	4.572374252
SGPP2	3.714205458	3.914198557
SGSH	8.267074743	6.691093434
SGTA	8.107708125	8.14228384
SGTB	7.671817692	6.133768219
SH2D1B	3.795432544	3.771434966
SH2D2A	6.719373705	6.263375036
SH2D3A	6.765441519	7.24444035
SH2D3C	5.231068588	5.010422641
SH2D4A	8.255232296	7.014243122
SH2D4B	3.827627993	3.954421699
SH3BGR	5.064831876	6.003354054
SH3BGRL	3.546587311	9.523644965
SH3BGRL2	9.396486823	8.395076574
SH3BGRL3	9.087793534	9.946343813
SH3BP1	6.527199698	7.071753999
SH3BP2	3.66646138	4.386899741
SH3BP4	8.692529334	10.09838905
SH3BP5	9.053773307	8.846945897
SH3GL1	8.159502188	7.799512765
SH3GL2	3.587872372	3.737293844
SH3GLB1	9.342457074	8.273812467
SH3GLB2	5.407799515	5.634419468
SH3KBP1	9.737518144	10.07682359
SH3RF2	7.936805323	6.936692723
SH3TC1	6.630629095	6.238389504
SH3TC2	5.989768142	6.069928586
SH3YL1	10.35619295	10.57441386
SHANK1	4.878626468	4.933290499
SHB	7.998711731	9.694121007
SHBG	5.315364425	5.345380703
SHC1	9.39775158	10.96482317
SHC3	5.548317106	6.363973379
SHC4	3.667047705	6.235882646
SHCBP1	8.386786747	7.879424266
SHD	4.763340144	4.82120063
SHF	5.811817383	8.127188179
SHFM1	10.62381823	10.72305237
SHH	5.836196582	5.765634136
SHKBP1	6.53039356	6.956272113
SHMT1	7.789172259	6.977756439
SHMT2	9.712090975	8.573325743
SHOC2	9.208917411	9.312774973
SHOX2	4.905156797	3.482653628
SIAE	7.967106181	4.731797316
SIAH1	3.837293041	3.909689773
SIAH2	7.54550902	7.083911945
SIDT1	4.144154342	4.802134388
SIL1	7.916359154	8.203936101
SIM2	5.770005884	6.347550184
SIN3A	7.752119894	8.144401753
SIPA1	7.248345555	6.496230001
SIPA1L1	7.143763239	6.408760602
SIRPB1	4.827923644	4.986679369
SIRT1	9.168338239	8.014000733
SIRT2	4.635406751	5.13911852
SIRT3	6.991874074	6.926547652
SIRT4	4.22744115	3.865038767
SIRT5	6.875780912	6.842008369
SIRT6	7.125020333	7.020809992
SIRT7	8.863280775	9.0801649
SIT1	5.357423993	5.181997229
SIX1	3.904363762	4.149114849
SIX2	4.710897244	5.007555345
SIX3	3.548564639	3.252496519
SIX4	5.639803222	5.457868455
SIX5	6.389057505	5.371739596
SKI	5.412459447	5.314924372
SKIL	4.3625027	4.925857362
SKIV2L	7.920921126	8.12670613
SKIV2L2	9.334107682	9.021707005
SKP2	7.135651795	7.787425553
SLA2	5.327497014	5.369054177
SLAMF6	4.588707866	4.580055979
SLAMF7	3.966394385	4.320239737
SLAMF8	5.248716904	5.336259948
SLAMF9	4.993970753	5.387995155
SLBP	10.7663898	10.43530926
SLC10A3	7.731758286	7.939989717
SLC10A4	3.736283552	3.157875046
SLC11A1	5.091294899	5.362469185
SLC11A2	9.601528274	8.612017012
SLC12A2	8.78661166	8.138412992
SLC12A3	4.051996321	4.199529627
SLC12A4	7.570592517	6.744246359
SLC12A5	3.972179373	3.830289339
SLC12A6	4.48600019	4.389361564
SLC12A7	8.735808049	10.88649231
SLC12A8	7.355345384	6.192001418
SLC12A9	5.232803128	4.928698992
SLC13A2	4.659099069	4.707886025
SLC13A3	4.904033166	5.002649148
SLC13A4	3.578427074	3.360074717
SLC14A1	3.345087538	3.272001013
SLC15A1	6.846970552	4.373027437
SLC15A2	5.816991527	6.263632321
SLC15A3	5.360453395	5.606100246
SLC15A4	7.481738613	7.679066803
SLC16A1	9.387922958	4.72195755
SLC16A10	6.340254735	5.797061794
SLC16A11	5.843658317	5.998383675
SLC16A14	3.738548476	6.25386516
SLC16A2	4.516467723	5.754419025
SLC16A3	5.808773229	9.302684758
SLC16A4	6.912757294	6.006666008
SLC16A5	7.905375309	7.819921324
SLC16A6	4.13588757	6.011526567
SLC16A7	3.968316366	3.670550214
SLC16A8	5.261719064	5.392676856
SLC16A9	4.553668928	4.263075571
SLC17A4	4.574404404	4.385041331
SLC17A5	7.715052952	6.500777631
SLC17A7	5.838217266	5.715722019
SLC17A8	3.071054392	3.05387344
SLC18A1	3.74745943	3.870746213
SLC18A2	4.106978962	5.005395219
SLC19A1	5.999946342	6.286861186
SLC19A2	9.390759014	7.755628772
SLC19A3	7.091836393	3.793097411
SLC1A1	10.27739567	5.543678139
SLC1A2	3.564200381	3.5538151
SLC1A3	9.420589846	5.388512612
SLC1A4	7.825017242	9.170537604
SLC1A5	9.269542444	10.21892791
SLC1A7	5.086005578	5.245344776
SLC20A1	10.86923033	10.14237746
SLC20A2	7.496659031	5.915569719
SLC22A1	4.276464167	4.356489004
SLC22A11	4.936705924	4.600491978
SLC22A13	4.894349848	4.677219956
SLC22A14	6.342280848	6.278290836
SLC22A16	4.56630305	4.576513514
SLC22A17	4.826834747	4.925512588
SLC22A18	8.529653094	8.969029565
SLC22A18AS	6.019075223	6.643991078
SLC22A2	4.427518769	4.647211296
SLC22A3	5.324608026	3.48705898
SLC22A4	4.597522903	4.538350757
SLC22A5	7.862943648	7.302882187
SLC23A1	6.094525507	4.100557684
SLC23A2	7.759614352	7.054900542
SLC24A2	4.987992171	4.899231303
SLC24A3	4.218863498	4.366218214
SLC24A5	3.560697611	3.772760637
SLC25A1	8.950198452	7.982354791
SLC25A10	6.995650306	7.591077651
SLC25A11	7.844562214	8.959792467
SLC25A12	6.37929324	7.248028672
SLC25A13	10.0378813	8.825120827
SLC25A14	7.223607611	8.819206178
SLC25A15	8.419336788	9.55977847
SLC25A16	7.224060629	6.298761676
SLC25A17	8.381175146	7.951583074
SLC25A18	5.308913085	5.605927232
SLC25A19	8.243065183	8.154473119
SLC25A2	4.235038977	4.176096811
SLC25A20	7.767672461	7.66039029
SLC25A21	4.109930534	3.281405488
SLC25A22	7.602139413	7.515832553
SLC25A24	9.375293368	8.870411785
SLC25A25	7.056719366	7.558139852
SLC25A26	7.978538265	8.330762241
SLC25A29	7.236912562	7.843897073
SLC25A3	12.84610609	12.04395291
SLC25A32	8.646671957	9.099798077
SLC25A34	4.646221575	4.610377809
SLC25A35	6.9167927	7.432839402
SLC25A36	6.03142436	4.478849496
SLC25A37	7.474029637	5.48530766
SLC25A4	9.077747937	8.594877303
SLC25A5	12.10138799	12.26842778
SLC26A10	5.151587797	4.965711334
SLC26A11	8.748720606	5.469639663
SLC26A2	8.855819084	6.543284908
SLC26A3	3.122280044	3.290565098
SLC26A4	3.241633712	3.487826862
SLC26A7	3.177350602	3.065806749
SLC26A8	4.802594	4.010006997
SLC27A2	8.473672587	7.453273128
SLC27A3	7.004659131	6.86737366
SLC27A4	6.967240355	7.287918567
SLC27A5	6.670536985	7.736752331
SLC28A1	5.056804359	5.124509847
SLC28A2	4.557822249	4.497490451
SLC28A3	4.845685016	4.573718933
SLC29A1	5.83863504	5.941792059
SLC29A2	7.609441334	6.221662999
SLC29A3	8.144586121	7.007002775
SLC29A4	6.374931454	5.673936517
SLC2A1	11.01097343	9.986209644
SLC2A10	3.284556865	6.088450287
SLC2A11	7.164221444	5.510422454
SLC2A13	3.808845305	6.744464335
SLC2A3	11.09417686	3.8434819
SLC2A4	4.282599115	4.218876594
SLC2A4RG	7.838875286	7.036779532
SLC2A5	5.241350554	4.157854937
SLC2A6	7.156900409	5.966162001
SLC2A8	6.16102541	4.538030922
SLC2A9	6.117391308	5.472199061
SLC30A1	7.430426893	7.58932052
SLC30A2	6.032777339	5.225942839
SLC30A3	7.09226216	6.791002218
SLC30A4	3.397844868	3.483181767
SLC30A5	4.930276872	4.466236409
SLC30A6	6.316071404	6.146793334
SLC30A7	7.113798657	7.184459658
SLC30A9	7.99433264	8.017038826
SLC31A1	5.577354301	5.38492852
SLC31A2	6.346673616	7.280686851
SLC33A1	6.332671555	6.540675222
SLC34A1	5.084438687	5.357820862
SLC34A2	4.300700996	3.771556693
SLC34A3	7.395049545	7.362444632
SLC35A1	8.544428645	8.735197584
SLC35A2	9.664814795	9.624343578
SLC35A3	5.535169234	5.457232526
SLC35A4	8.344162546	8.371805613
SLC35A5	7.761527603	8.198004404
SLC35B1	10.6140559	10.08952006
SLC35B3	6.758189386	4.699747385
SLC35C2	8.505242274	8.963116352
SLC35D1	7.03286187	6.807369633
SLC35D2	9.744524499	10.28936541
SLC35E1	7.627130216	7.495109943
SLC35E2	5.237605288	5.128691275
SLC35E3	8.363230062	7.839117136
SLC35E4	3.926215012	5.426933229
SLC35F2	9.029374889	8.235529236
SLC35F3	4.219446961	3.978397264
SLC35F5	10.02973867	8.28420773
SLC36A1	7.893305782	7.717701358
SLC37A1	6.56497597	7.796542216
SLC37A3	8.251871933	7.787608305
SLC37A4	7.31008153	5.92029334
SLC38A1	11.21876038	10.39777315
SLC38A2	10.78553733	10.08969632
SLC38A3	5.473099821	5.043704453
SLC38A4	3.427856249	3.391991312
SLC38A5	5.311136583	5.349576586
SLC38A6	6.609779773	7.980260831
SLC39A1	8.883014107	8.331156575
SLC39A11	6.791618565	9.95749243
SLC39A13	6.470073245	6.415403982
SLC39A14	11.3038865	9.724912258
SLC39A2	4.922373994	5.079458562
SLC39A3	7.999547758	7.905348122
SLC39A4	5.591293186	9.765105182
SLC39A5	8.229021845	7.026784148
SLC39A6	7.461518275	7.523380171
SLC39A7	8.877954635	8.759324
SLC39A8	8.616506962	8.57803249
SLC3A1	6.433309354	4.400345771
SLC3A2	10.52958713	10.05608814
SLC40A1	10.13440117	9.996379665
SLC41A2	7.322639787	3.837309611
SLC43A1	8.724769457	7.678857848
SLC43A2	7.078674487	7.123650418
SLC43A3	4.865838327	5.062279944
SLC44A1	5.996276917	7.652318961
SLC44A2	7.747785847	6.986914312
SLC44A3	7.064666199	8.322828356
SLC44A4	4.439370399	7.085636838
SLC44A5	7.26266404	4.685458201
SLC45A1	4.829811874	4.989973907
SLC45A2	5.335067996	4.947448913
SLC45A3	6.09180468	8.263714741
SLC4A11	6.11155467	6.741327552
SLC4A2	7.982215467	7.885828095
SLC4A3	5.177538083	5.507993741
SLC4A4	3.874408917	3.896426006
SLC4A5	4.797669784	4.505983994
SLC4A7	7.905784661	7.757165701
SLC4A8	5.84953957	3.758887079
SLC5A1	4.962791286	5.74519005
SLC5A10	5.454187445	5.483322844
SLC5A11	5.077335614	5.535279862
SLC5A12	3.427853104	3.627252245
SLC5A2	5.916556848	5.951755231
SLC5A5	5.896804737	5.786253624
SLC5A6	9.111493999	8.356207283
SLC6A12	4.377845321	4.185663246
SLC6A13	3.912741477	3.523088996
SLC6A14	3.058791164	3.116183785
SLC6A18	5.127847809	5.107742785
SLC6A20	4.278847668	3.983889482
SLC6A3	5.549464055	5.602466455
SLC6A4	6.501508257	4.768896226
SLC6A6	8.5671418	10.19568663
SLC6A7	5.240886405	5.237647797
SLC6A8	6.481670887	6.681417815
SLC6A9	4.496024453	4.232083479
SLC7A1	8.639891478	8.676353845
SLC7A10	4.124072222	4.39235805
SLC7A11	8.475940328	8.032505384
SLC7A2	9.542933494	4.812826755
SLC7A5	11.72241589	12.15214553
SLC7A6	7.626377001	5.648499084
SLC7A6OS	7.503253669	7.631764438
SLC7A7	10.86747638	7.203439045
SLC7A8	8.162661165	9.894756891
SLC7A9	5.488186641	4.667139725
SLC8A1	3.035366793	3.302996411
SLC8A2	5.204037504	5.335049184
SLC9A1	7.789534615	7.671981125
SLC9A2	5.605159119	4.688380561
SLC9A3	4.505575932	4.628071635
SLC9A3R1	8.181161645	8.333998587
SLC9A3R2	4.32961227	4.016749492
SLC9A6	8.545239879	8.174445906
SLC9A7	5.130747697	5.1943072
SLC9A8	6.771525946	7.998317909
SLCO1B1	3.881983191	3.944656822
SLCO2A1	5.228355026	4.820030912
SLCO2B1	8.810274689	8.2607531
SLCO3A1	4.121095127	6.021670549
SLCO4A1	7.884174351	10.4590416
SLCO5A1	3.753910334	3.910498778
SLIT1	5.938590608	5.892197925
SLIT2	5.27304107	5.226510973
SLIT3	4.411084983	4.633394201
SLMAP	5.850987289	5.003745997
SLN	4.792572742	4.849449326
SLPI	7.022584898	9.052167485
SLTM	9.448544181	10.1020347
SLU7	8.269606257	8.566531712
SMAD2	6.869914653	7.773691253
SMAD3	8.461671589	8.317956899
SMAD4	6.992144295	3.753596422
SMAD5	7.402615592	6.112017665
SMAD6	6.189804618	8.365710837
SMAD7	6.394358367	7.231320588
SMAD9	3.491570969	4.164597326
SMAP1	9.115779568	8.705261903
SMARCA1	9.123655023	5.843583913
SMARCA2	5.143175821	8.296596912
SMARCA4	7.214974228	7.008755198
SMARCA5	8.485600513	7.979661722
SMARCAD1	7.920102315	8.084783849
SMARCAL1	7.242493171	7.178224593
SMARCB1	8.346508562	8.072777403
SMARCC1	8.380494653	7.935056666
SMARCC2	8.315691736	8.380112742
SMARCD1	9.567192103	8.895363012
SMARCD2	8.86457401	9.423036774
SMARCD3	6.850529139	4.584570874
SMARCE1	9.768315756	10.31112859
SMCR8	7.398245067	7.17364489
SMEK2	6.452636412	6.288899057
SMG1	5.17522373	4.56095094
SMG5	8.621532649	8.338818353
SMG6	6.798795412	6.98426956
SMG7	4.808601647	4.711808258
SMNDC1	9.981073872	9.701519679
SMO	6.698385457	6.107828206
SMOC1	4.691374726	5.696011513
SMOC2	4.040959731	11.1049457
SMOX	8.074359126	8.502599713
SMPD1	7.877419844	7.033131539
SMPD2	7.46886313	7.582179455
SMPD3	4.90849578	4.652210071
SMPDL3A	8.072181848	6.495638502
SMPDL3B	6.554758524	5.126756341
SMPX	3.983402184	4.366082754
SMS	10.76956298	10.13813527
SMTN	6.73789846	7.102193886
SMU1	7.918504835	7.110448333
SMUG1	7.068429	6.644742096
SMURF2	5.596949165	6.073464453
SMYD4	7.774910664	7.697998694
SMYD5	7.455106723	7.022040735
SNAI1	5.43390554	5.606108865
SNAI2	3.227912672	3.371478672
SNAP23	6.250861899	4.979347892
SNAP25	3.367313986	3.716607912
SNAP29	5.88020539	6.170888699
SNAPC1	6.77820032	6.590074673
SNAPC2	5.888766153	6.105978188
SNAPC3	6.538207639	7.041940542
SNAPC4	7.467129396	7.362865966
SNAPC5	9.20914147	9.770404516
SNCA	4.740988515	4.551712559
SNCAIP	4.51095178	4.869144808
SNCB	5.730565744	5.886146709
SNCG	6.403011859	6.216093042
SND1	10.01008542	10.39486109
SNF8	10.80204815	10.25793714
SNIP1	5.752606119	6.367335487
SNN	8.24044641	8.502865162
SNPH	5.99001149	6.241149942
SNRK	8.508574468	7.990756224
SNRPA	9.668093031	10.06605203
SNRPA1	6.316844539	6.527976341
SNRPB	11.37797863	11.72455679
SNRPB2	10.94264535	11.33003556
SNRPC	10.27694043	10.28537962
SNRPD1	9.208119566	8.920263033
SNRPD2	11.78309919	12.1430573
SNRPD3	11.35534821	11.12618146
SNRPE	5.41224028	5.828166846
SNRPF	10.86763394	10.92799431
SNRPG	12.26368495	12.24219338
SNTA1	6.976467006	6.702136381
SNTB1	7.99597868	9.85940494
SNTB2	7.719519788	6.241143567
SNW1	9.125530056	8.710855043
SNX1	6.587252284	7.05711996
SNX10	7.167858031	7.680868655
SNX11	6.989209518	6.262182421
SNX12	8.927809661	8.97726723
SNX14	8.269445343	7.747284555
SNX16	5.789434471	5.942530653
SNX17	9.218894671	8.767389603
SNX19	8.155765662	7.55112104
SNX2	10.0224294	8.723892581
SNX22	6.405288316	6.398041296
SNX24	8.957478749	7.140512154
SNX27	5.907863797	5.798749774
SNX3	10.16851087	9.813808629
SNX4	7.823500046	6.91834438
SNX5	7.369626317	7.283666215
SNX6	10.43714611	9.942303332
SNX7	8.52442659	8.213787805
SNX8	6.796749026	7.023359267
SNX9	8.105846207	8.228866387
SOAT1	7.57810798	5.34080528
SOAT2	6.379630521	5.604029002
SOCS1	5.707610496	5.422554267
SOCS2	10.85065221	4.562967944
SOCS3	6.219320904	4.060556936
SOCS4	4.646340304	4.448627502
SOCS5	7.445255192	6.568261793
SOCS6	6.386668986	6.954420046
SOD1	11.62141451	11.91229052
SOD2	6.989084936	6.358260157
SOD3	5.285705651	6.990568938
SON	8.851455805	8.838840089
SORBS1	7.606617281	9.926283687
SORBS2	7.000358588	7.874744816
SORBS3	8.339931222	7.21182781
SORCS1	3.651114532	3.718275824
SORD	6.509860341	6.862178396
SORL1	8.860490438	9.451215987
SORT1	7.717510938	7.28861023
SOS1	7.309224743	6.152151857
SOS2	7.171860368	7.42978733
SOSTDC1	7.200522597	4.211460119
SOX1	3.992985457	4.334515437
SOX12	6.863104685	6.384046228
SOX14	3.830922615	4.159145438
SOX15	5.685013307	5.953111831
SOX2	9.492964718	3.590492064
SOX30	5.615776925	5.373544194
SOX4	10.4648381	10.74932101
SOX5	5.143767325	3.7898506
SOX7	3.689395674	3.725116873
SOX8	4.961182165	6.702746155
SOX9	8.554760708	9.63520028
SP1	8.44045903	9.074673168
SP100	7.983392032	7.794894185
SP110	5.438182789	7.507198858
SP140	3.559169808	3.888635875
SP2	8.230559249	8.30594867
SP3	6.420370134	6.446156557
SP4	9.023657778	8.291723622
SP6	6.91744647	7.11461069
SPA17	7.447397128	7.628683784
SPACA4	5.464954072	5.622004117
SPAG1	9.121052301	6.559674335
SPAG16	8.342041451	8.095205644
SPAG17	3.679061368	3.537871284
SPAG4	5.669083243	6.677647677
SPAG5	8.973368083	8.983463356
SPAG6	3.627835971	3.749039186
SPAG7	8.674107684	9.293364977
SPAG8	5.501528234	5.40572847
SPAG9	7.92709469	7.179648166
SPARC	6.156421979	4.79186657
SPARCL1	3.681811812	3.47060386
SPAST	5.503107517	4.701492994
SPATA12	4.436589135	4.433409905
SPATA13	6.855806313	10.95231169
SPATA18	3.440840666	3.560971442
SPATA2	8.007144992	8.371751472
SPATA20	9.114010956	7.704990762
SPATA4	4.940389135	4.867129957
SPATA5	4.19115615	5.022238201
SPATA5L1	5.237183399	4.502237788
SPATA6	3.77359756	4.080728422
SPATA7	5.217788992	5.517042045
SPATA9	3.513319099	3.691354197
SPCS2	5.696591915	4.066706671
SPDEF	6.726502397	6.665574343
SPEN	7.406307306	6.995562516
SPG20	4.505359991	4.319483471
SPG21	9.504449942	10.13020536
SPG7	7.701940746	7.067113145
SPHK1	6.599096611	5.455940873
SPHK2	7.97367509	8.248954128
SPI1	4.829672091	4.966189295
SPIB	5.306820063	5.146150292
SPIN1	6.751089573	7.094493147
SPINK1	11.37446775	4.163015443
SPINK2	4.596937254	4.1804822
SPINK4	5.664638267	5.259454052
SPINK5	5.657067422	5.344581488
SPINT1	9.206767346	9.101106065
SPINT2	11.15287455	11.42720933
SPN	5.317651999	7.814555557
SPOCD1	4.153273852	4.069768377
SPOCK2	5.6099786	5.682035639
SPON1	7.950521995	3.704701377
SPON2	5.202604055	8.002637109
SPOP	5.797720716	5.827393967
SPP1	3.532549007	3.328764575
SPPL2A	9.196578075	8.806255097
SPPL3	6.079963626	6.461545113
SPR	9.267392718	9.033108427
SPRR1A	3.518703571	6.20633333
SPRR1B	3.620015744	4.090042408
SPRR3	5.487723775	5.581799653
SPRY1	7.41280401	8.298569362
SPRY2	8.88584458	8.993629313
SPRY4	7.385526728	8.30318453
SPRYD3	6.791783888	7.41640037
SPSB1	6.118376948	7.838077565
SPSB2	7.575093357	6.626219206
SPTAN1	5.640779785	6.011335163
SPTB	6.496900932	6.134507846
SPTBN1	8.773978245	7.683641909
SPTBN2	5.974978408	5.545293616
SPTBN4	6.20535665	6.529942851
SPTLC1	5.327338271	7.371680833
SPTLC2	8.018120221	7.112390855
SQLE	6.850342206	4.289545982
SQRDL	7.154089843	10.74877813
SQSTM1	7.096942207	6.741415466
SRC	8.277193577	8.000534835
SRCAP	6.765896352	6.611185191
SRD5A1	6.346641829	7.63335218
SREBF1	7.761584398	8.334810617
SREBF2	8.103901929	7.825273358
SRF	7.405382036	7.187727925
SRGAP1	7.19993212	4.260800767
SRGAP3	5.496252188	5.431316991
SRI	7.470209523	7.134794973
SRM	9.703687994	9.237495217
SRP14	11.72229795	11.86007657
SRP54	8.992446263	9.053161207
SRP72	8.539497229	8.424163713
SRP9	11.70307501	12.04581923
SRPK1	10.50842301	10.42976589
SRPK2	7.257400527	6.715385314
SRPR	6.100357727	6.139627499
SRPRB	8.715870297	8.272361455
SRPX	4.509911956	6.183769705
SRPX2	5.638931642	6.747630782
SRRM1	8.665006279	8.368332674
SRRM2	8.160227394	8.289602501
SRXN1	9.453884384	9.6393408
SS18	7.26619793	7.105114503
SS18L1	8.729237721	8.227391439
SS18L2	9.123309608	9.229270528
SSB	10.51635733	10.14344307
SSBP1	6.084383726	6.016494758
SSBP2	3.899663219	4.466854724
SSBP3	7.247891649	8.031144126
SSBP4	7.644514827	8.231362128
SSFA2	3.757507911	4.581449583
SSH1	7.346015224	7.164712178
SSH2	5.508900203	5.6905051
SSH3	8.54785064	8.484989523
SSNA1	8.175285464	9.238261514
SSPN	4.178708274	3.684606665
SSR1	7.946055512	7.920374801
SSR2	10.87968559	11.59687921
SSR3	8.749976327	8.780324441
SSR4	11.37341504	11.99568826
SSRP1	9.542407867	8.860253611
SSSCA1	9.068231994	8.824366886
SSTR1	6.309564069	5.649070959
SSTR2	5.00267834	4.977506866
SSTR5	5.082668066	5.005998053
SSU72	7.104796632	7.239125977
SSX1	4.344211343	4.884624296
SSX2IP	5.277055441	5.127400034
ST13	11.22574259	10.51199509
ST14	9.496759407	8.937724975
ST18	3.209565757	3.506391087
ST3GAL1	4.578581744	6.064760458
ST3GAL2	6.731870356	6.787611761
ST3GAL3	5.717054118	6.356835044
ST3GAL4	6.09651212	8.06189561
ST3GAL5	6.451501208	6.493869818
ST3GAL6	7.463717984	3.137555751
ST5	7.913491951	7.755985605
ST6GAL1	6.708557396	7.770110642
ST6GAL2	3.05741846	3.215485526
ST6GALNAC1	4.450385174	7.071429132
ST6GALNAC2	4.711713557	5.830453822
ST6GALNAC3	6.826968631	3.806089133
ST6GALNAC4	5.562100504	6.909986708
ST6GALNAC5	3.103725574	4.227402967
ST6GALNAC6	6.177935546	6.223914374
ST7	7.601467039	7.890910308
ST7L	4.75256662	4.840406649
ST8SIA1	3.25281059	3.508834368
ST8SIA4	3.651295581	3.392224726
ST8SIA5	4.442936192	4.41336326
STAB1	4.515452221	4.26388496
STAC3	5.501337436	5.852751494
STAG1	4.107703169	4.144301712
STAG2	8.07724478	8.003423547
STAM	9.478802367	8.279217283
STAM2	6.6435207	6.262819673
STAMBP	6.84705255	6.667754271
STAMBPL1	5.001116641	10.04835608
STAP2	8.297284828	8.448445341
STAR	3.900795376	4.23948479
STARD13	5.615843193	5.478241858
STARD3	6.903039568	7.40810504
STARD3NL	9.771396599	9.691739242
STARD5	4.905885313	5.920076778
STARD7	11.22810953	11.0920244
STARD8	5.244011669	5.511966651
STAT1	6.802690802	5.609103402
STAT2	8.677761628	8.414374936
STAT3	9.239490308	8.622803784
STAT4	5.365379574	4.641496041
STAT5A	5.777180897	6.568428785
STAT5B	7.468851324	7.600363467
STAT6	8.101009527	9.017562744
STAU2	6.055058203	5.686056698
STC1	4.136275311	4.041827582
STC2	9.372678752	4.825131694
STEAP1	8.881478343	9.125136782
STEAP2	7.229256279	7.748727767
STEAP3	5.463999471	4.891733976
STEAP4	3.706217378	3.872622249
STIL	8.45175148	8.60992783
STIM1	6.869656708	6.973632129
STIM2	7.113987848	6.85482545
STIP1	8.916214487	7.393338422
STK10	7.154417443	7.693252134
STK11	7.084180484	7.143699609
STK17A	9.012564892	6.467527774
STK17B	7.117312859	5.57539723
STK19	7.450844278	7.71906888
STK24	5.195838036	5.755739387
STK25	7.785417862	7.57882493
STK3	8.747652986	9.02058974
STK31	8.149778543	4.531577613
STK32C	6.985122595	7.850505424
STK33	3.460197711	3.515077258
STK35	10.27367916	10.66392131
STK36	6.506227017	6.652018865
STK38	6.219534177	5.438685323
STK39	5.974060264	10.10882232
STK4	6.187392799	6.183189367
STK40	7.42971768	8.002024578
STMN1	9.304871277	9.923088907
STMN3	8.097624371	7.240806747
STOM	8.127336534	8.639456292
STOML1	6.920099946	7.638642577
STOML2	9.654030367	9.812102986
STOML3	3.893446205	3.772423372
STON1	4.286519615	3.831308881
STON2	7.750287545	6.986009784
STRA6	6.061599583	7.877786081
STRAP	6.401357538	5.046215779
STRBP	6.59916785	6.424910405
STRC	5.083893216	4.952117318
STRN	7.990847108	7.664148956
STRN3	5.684377727	5.05843457
STRN4	7.819748559	7.498061749
STS	8.117804798	9.736554173
STT3A	10.91942081	9.443078474
STT3B	4.231410747	4.416834226
STUB1	9.862235349	10.87137156
STX10	7.520921797	8.653492536
STX11	4.199171135	3.493412483
STX12	7.985417801	8.114850089
STX16	8.525080361	8.261127887
STX18	8.116619978	8.551477058
STX1A	6.732455285	7.22359322
STX6	6.332293005	6.430171472
STX7	7.780510399	8.264194853
STXBP1	6.310682075	10.08048171
STXBP2	7.070500489	7.367789823
STXBP3	8.457075093	8.638345743
STXBP5	5.168947128	4.838509057
STXBP6	8.313698788	6.146338786
STYK1	8.100564533	6.786025528
STYX	8.128956431	7.961727552
STYXL1	8.589123768	9.133972858
SUB1	8.757571477	8.83954472
SUCLA2	10.03255413	10.3306368
SUCLG1	10.86923262	10.48857271
SUFU	4.178475941	3.957400237
SUGT1	8.002458384	8.829960695
SULF1	4.867100067	4.880434858
SULF2	6.153241722	9.497028246
SULT1A1	7.543775165	8.481150883
SULT1A2	7.017711854	7.694411803
SULT1B1	4.64305415	4.533105943
SULT1C2	3.713283531	3.936488205
SULT2A1	3.855997602	3.567987429
SULT2B1	5.127100977	6.744494197
SULT4A1	5.680324074	5.535975663
SUMF1	9.045643032	8.142410605
SUMF2	9.301932847	9.172239371
SUMO1	7.252753288	7.485748476
SUMO2	11.53438157	11.59867224
SUMO3	10.19041232	10.19290485
SUOX	7.507407566	7.294734967
SUPT16H	6.940501171	6.994767155
SUPT3H	5.556504065	6.256782696
SUPT4H1	8.714411048	10.04307804
SUPT5H	8.528588318	8.555344456
SUPT7L	6.987894025	6.240471227
SUPV3L1	8.85489442	7.924691999
SURF1	9.773346482	10.08834873
SURF2	7.828145678	8.439568997
SURF4	9.699091852	10.07746532
SURF6	7.506684702	8.079089023
SUSD1	8.169877681	7.692492071
SUSD2	6.14197065	4.517436385
SUSD3	4.956221911	4.699008968
SUV39H1	7.729401062	8.18826756
SUV39H2	6.22261499	4.158012729
SUV420H2	6.463821431	6.648148775
SUZ12	4.564792768	4.471757587
SV2A	6.927288519	5.159910482
SVIL	8.875753935	8.335609992
SWAP70	8.651367395	7.044282749
SYAP1	9.753922776	9.848618383
SYCP2	6.76220038	3.518664708
SYCP3	3.008893522	3.081724847
SYDE1	7.09254112	6.711309696
SYF2	8.507740096	9.830064417
SYK	6.121387186	9.214191555
SYMPK	7.086465945	7.207419444
